http://www.nytimes.com/2012/03/26/world/asia/hong-kong-divided-over-future-gets-a-new-leader.html	HONG KONG &mdash; The political and business elite of Hong Kong elected a real estate surveyor with close ties to Beijing and the Chinese Communist Party on Sunday to become the territory&rsquo;s next chief executive. Crowds of pro-democracy protesters tried to march into the convention center where the voting was held; when the police stopped	HONG KONG &mdash; The political and business elite of Hong Kong elected a real estate surveyor with close ties to Beijing and the Chinese Communist Party on Sunday to become the territory&rsquo;s next chief executive. Crowds of pro-democracy protesters tried to march into the convention center where the voting was held; when the police stopped
http://www.nytimes.com/2012/03/26/world/asia/president-obama-visits-south-korea.html	PANMUNJOM, South Korea &mdash; President Obama on Sunday warned North Korea that its threats and provocations would only deepen its international isolation and jeopardize the resumption of American food aid , and he called on the North to scrap its plans to launch a satellite next month. Squinting through binoculars from an observation post at the	PANMUNJOM, South Korea &mdash; President Obama on Sunday warned North Korea that its threats and provocations would only deepen its international isolation and jeopardize the resumption of American food aid , and he called on the North to scrap its plans to launch a satellite next month. Squinting through binoculars from an observation post at the
http://www.nytimes.com/2012/03/26/world/asia/north-korea-moves-rocket-to-launching-pad.html	SEOUL &mdash; North Korea has moved a long-range rocket to a launching site, apparently determined to press ahead with its plan to launch a satellite in defiance of international condemnations, the South Korean military said Sunday. The North Koreans moved the main body of the Unha-3 rocket to the newly built launching station in Dongchang-ri, a	SEOUL &mdash; North Korea has moved a long-range rocket to a launching site, apparently determined to press ahead with its plan to launch a satellite in defiance of international condemnations, the South Korean military said Sunday. The North Koreans moved the main body of the Unha-3 rocket to the newly built launching station in Dongchang-ri, a
http://www.nytimes.com/2012/03/26/world/asia/us-compensates-afghan-villagers-for-soldiers-attack.html	KABUL, Afghanistan &mdash; The families of 16 Afghan villagers killed this month by a rampaging American soldier were given $50,000 by the United States for each of their slain relatives, Afghan and American officials said. The payments were made on Saturday by American military officers at the office of the governor of Kandahar province, where the	KABUL, Afghanistan &mdash; The families of 16 Afghan villagers killed this month by a rampaging American soldier were given $50,000 by the United States for each of their slain relatives, Afghan and American officials said. The payments were made on Saturday by American military officers at the office of the governor of Kandahar province, where the
http://www.nytimes.com/2012/03/26/world/europe/russia-moves-to-improve-its-university-rankings.html	MOSCOW &mdash; After it was reported this month that not a single Russian university had cracked The Times Higher Education&rsquo;s ranking of top 100 schools by academic reputation , Education Minister Andrei Fursenko said that Russia was in the process of creating its own rating system. A brain drain from Russia has been funneling its brightest	MOSCOW &mdash; After it was reported this month that not a single Russian university had cracked The Times Higher Education&rsquo;s ranking of top 100 schools by academic reputation , Education Minister Andrei Fursenko said that Russia was in the process of creating its own rating system. A brain drain from Russia has been funneling its brightest
http://www.nytimes.com/2012/03/26/world/europe/26iht-educlede26.html	LONDON &mdash; In the days when Britannia still ruled the waves, and the men who ruled the British Empire learned the arts of public policy by studying the classics of ancient Greece and Rome, Ngaire Woods would have been an unlikely choice to head an Oxford school of government. Yet the 49-year-old New Zealand native, who arrived in Britain as a	LONDON &mdash; In the days when Britannia still ruled the waves, and the men who ruled the British Empire learned the arts of public policy by studying the classics of ancient Greece and Rome, Ngaire Woods would have been an unlikely choice to head an Oxford school of government. Yet the 49-year-old New Zealand native, who arrived in Britain as a
http://www.nytimes.com/2012/03/25/world/asia/Leung-Chun-ying-Elected-as-Hong-Kong-Chief-Executive.html	HONG KONG &mdash; Leung Chun-ying, a pro-Beijing real estate surveyor, won election on Sunday morning to become the next chief executive of Hong Kong. Only 1,193 people were eligible to vote in the election as representatives of various sectors of society. Business tycoons with large investments in mainland China are heavily represented on the	HONG KONG &mdash; Leung Chun-ying, a pro-Beijing real estate surveyor, won election on Sunday morning to become the next chief executive of Hong Kong. Only 1,193 people were eligible to vote in the election as representatives of various sectors of society. Business tycoons with large investments in mainland China are heavily represented on the
http://www.nytimes.com/2012/03/25/world/asia/us-plans-no-disciplinary-charges-in-strike-that-killed-24-pakistanis.html	WASHINGTON &mdash; The United States military has decided that no service members will face disciplinary charges for their involvement in a NATO airstrike in November that killed 24 Pakistani soldiers, an accident that plunged relations between the two countries to new depths and has greatly complicated the allied mission in Afghanistan . An	WASHINGTON &mdash; The United States military has decided that no service members will face disciplinary charges for their involvement in a NATO airstrike in November that killed 24 Pakistani soldiers, an accident that plunged relations between the two countries to new depths and has greatly complicated the allied mission in Afghanistan . An
http://www.nytimes.com/2012/03/25/world/asia/hong-kong-elects-pro-beijing-chief-executive.html	HONG KONG &mdash; Leung Chun-ying, a pro-Beijing real estate surveyor, won election on Sunday morning to become the next chief executive of Hong Kong. Only 1,193 people were eligible to vote in the election as representatives of various sectors of society. Business tycoons with large investments in mainland China are heavily represented on the	HONG KONG &mdash; Leung Chun-ying, a pro-Beijing real estate surveyor, won election on Sunday morning to become the next chief executive of Hong Kong. Only 1,193 people were eligible to vote in the election as representatives of various sectors of society. Business tycoons with large investments in mainland China are heavily represented on the
http://www.nytimes.com/2012/03/25/world/asia/obama-to-visit-troops-at-korean-dmz.html	PANMUNJOM, South Korea &mdash; President Obama landed here shortly after dawn on Sunday for a three-day visit during which he will promote efforts to secure the world&rsquo;s nuclear stockpiles and get a firsthand look at one of the world&rsquo;s most unpredictable nuclear states, North Korea . After landing at Osan Air Base, south of Seoul, Mr.	PANMUNJOM, South Korea &mdash; President Obama landed here shortly after dawn on Sunday for a three-day visit during which he will promote efforts to secure the world&rsquo;s nuclear stockpiles and get a firsthand look at one of the world&rsquo;s most unpredictable nuclear states, North Korea . After landing at Osan Air Base, south of Seoul, Mr.
