http://www.nytimes.com/2012/03/25/theater/amy-herzogs-4000-miles-at-mitzi-e-newhouse-theater.html	Amy Herzog’s ‘4000 Miles’ at Mitzi E. Newhouse Theater	SNACKING on pastries and tea at her cloth-covered dining table, Leepee Joseph, 95, worked to put into words the odd experience of seeing her longtime home, a light-filled apartment on the eighth floor of a sturdy brick building on West 10th Street in Greenwich Village, recreated onstage in the play &ldquo;4000 Miles.&rdquo; &ldquo;I suddenly
http://www.nytimes.com/2012/03/25/theater/elena-roger-brings-native-touch-to-broadway-evita.html	Elena Roger Brings Native Touch to Broadway ‘Evita’	EVITAS tend to be formidable women &mdash; Patti LuPone, Madonna, Elaine Paige &mdash; so Elena Roger, the Argentine actress who stars in the Broadway revival that opens April 5, stuns at first glimpse. Dramatically collapsed on the floor of a rehearsal hall (no worries, it&rsquo;s the part of the script where Evita is not feeling so good), Ms.
http://www.nytimes.com/2012/03/25/theater/rick-miller-talks-about-his-machomer.html	Rick Miller Talks About His ‘MacHomer’	THERE are a few Simpsonisms &mdash; Ned Flanders&rsquo;s &ldquo;okely-dokely&rdquo; and, of course the famed &ldquo;d&rsquo;oh&rdquo; &mdash; in Rick Miller&rsquo;s &ldquo;MacHomer,&rdquo; a one-man show in which he puts Shakespeare &rsquo;s words into the mouths of Homer, Marge and 50 other characters from &ldquo;The Simpsons.&rdquo; But Mr.
http://www.nytimes.com/2012/03/25/movies/the-wwe-enters-into-partnerships-with-movie-studios.html	The WWE Enters Into Partnerships With Movie Studios	STAMFORD, Conn. EXCEPT for the buccaneerish black flag fluttering in the breeze off Long Island Sound, the headquarters of World Wrestling Entertainment here looks like any other corporate office park on the I-95 corridor. Trim. Tidy. Quiet. But there are a few indications that this isn&rsquo;t your usual button-down workplace. Like the 200-pound
http://www.nytimes.com/2012/03/25/movies/mirror-mirror-grimm-and-hollywood-love-for-fairy-tales.html	‘Mirror Mirror,’ ‘Grimm’ and Hollywood Love for Fairy Tales	Fairy tales can come true, the old song goes; it can happen to you, apparently, if you&rsquo;re young at heart. Whether one believes this hopeful sentiment, and regardless of the age of one&rsquo;s internal organs, there&rsquo;s no doubt that fairy tales have for the past couple of years &mdash; and into the foreseeable future &mdash; been coming
http://www.nytimes.com/2012/03/25/movies/finding-the-right-wig-for-the-role-on-screen.html	Finding the Right Wig for the Role on Screen	FROM the first Shakespearean performer ever cast as Ophelia, wigs have been a necessary staple in the toolbox of props that aid an actor in assuming a character. They&rsquo;ve allowed Elizabeth Taylor her austere and almost incomprehensibly silky Cleopatra hair, Cher her dowdiness and her dazzle in &ldquo;Moonstruck,&rdquo; and Steve Van Zandt a
http://www.nytimes.com/2012/03/25/movies/god-save-my-shoes-a-documentary-about-high-heels.html	‘God Save My Shoes,’ a Documentary About High Heels	Bryn Mawr, Pa. BETH SHAK teetered around her Main Line home here one day this winter in taxi-to-table shoes, stiletto heels so preposterously high that she usually staggers no farther than between a car door and restaurant seat. &ldquo;I once dated a very frugal guy in New York City who expected me to walk 16 blocks to dinner in seven-inch
http://www.nytimes.com/2012/03/25/movies/homevideo/john-fords-fort-apache-on-blu-ray-from-warner-home-video.html	DVD; John Ford’s ‘Fort Apache’ on Blu-ray From Warner Home Video	FOR his 1948 &ldquo;Fort Apache,&rdquo; the first movie in his celebrated cavalry trilogy, John Ford brought together four of the five leading men most closely associated with his career: George O&rsquo;Brien, the star of &ldquo;The Iron Horse&rdquo; (1924), Ford&rsquo;s first major critical and commercial success; Victor McLaglen, whose 12 films
http://www.nytimes.com/2012/03/25/arts/storytelling-classes-in-new-york.html	COMEDY; Storytelling Classes in New York	THE eight people in David Crabb&rsquo;s Wednesday night class had been asked not to walk like themselves. So the students shuffled or pranced, puffed out their stomachs, clutched their backs. They all had their own gaits, and no one made eye contact. &ldquo;I&rsquo;m having trouble,&rdquo; one student said, &ldquo;because the person I&rsquo;m being
http://www.nytimes.com/2012/03/25/arts/mar-25-31.html	THE WEEK AHEAD; Mar. 25 — 31	A FAMILY reunion of sorts is taking place at the Vineyard Theater, where the new musical &ldquo;NOW. HERE. THIS.&rdquo; opens this week. The gang that brought the world &ldquo;[title of show],&rdquo; the infectious and seriously self-referential musical with a similarly eccentric title, has reunited to create a show that promises to be just as
http://www.nytimes.com/2012/03/22/arts/dance/the-collaborative-show-samhara-at-the-joyce-theater.html	DANCE REVIEW; The Collaborative Show ‘Samhara’ at the Joyce Theater	New York has become accustomed to regular visits by the Nrityagram Dance Ensemble , which refines its art in a village outside Bangalore in southern India dedicated to that purpose. Each visit here is a gift, but for the one that began at the Joyce Theater on Tuesday, the group has brought something extra: friends. They are Thaji Dias and Mithilani
http://www.nytimes.com/2012/03/22/books/the-land-of-decoration-by-grace-mccleen.html	BOOKS OF THE TIMES; ‘The Land of Decoration’ by Grace McCleen	Judith McPherson, the plucky heroine of Grace McCleen&rsquo;s debut novel, &ldquo;The Land of Decoration,&rdquo; is a smart but extremely literal-minded 10-year-old English schoolgirl. She grows up, as Ms. McCleen did, in the midst of Christian fundamentalists. She has been raised with the guarantee that Armageddon is near. To deal with this
http://www.nytimes.com/2012/03/22/books/a-new-book-and-film-about-rare-amazonian-language.html	A New Book and Film About Rare Amazonian Language	In his 2008 memoir, &ldquo;Don&rsquo;t Sleep, There Are Snakes,&rdquo; the linguist Dan Everett recalled the night members of the Pirah&atilde; &mdash; the isolated Amazonian hunter-gatherers he first visited as a Christian missionary in the late 1970s &mdash; tried to kill him. Dr. Everett survived, and his life among the Pirah&atilde;, a group of
http://www.nytimes.com/2012/03/21/theater/godspell-sister-act-and-priscilla-push-through-the-winter.html	‘Godspell,’ ‘Sister Act’ and ‘Priscilla’ Push Through the Winter	Why are the musicals &ldquo;Sister Act,&rdquo; &ldquo;Priscilla Queen of the Desert&rdquo; and &ldquo;Godspell&rdquo; still running on Broadway? Box office sales teetered between lukewarm and lousy this winter for all three, and they were each already struggling with mixed reviews from the critics last year &mdash; a deadly combination that usually
http://theater2.nytimes.com/2012/03/21/theater/reviews/that-beautiful-laugh-a-show-of-stunts-at-la-mama.html	THEATER REVIEW; ‘That Beautiful Laugh,’ a Show of Stunts at La MaMa	It&rsquo;s hard to imagine anything funnier on a New York stage right now than a man struggling to stuff his body through a clothes hanger. As with all great comedy, exactly why this is so funny is hard to explain. But Carlton Ward, with veins bulging and limbs mangling, makes it work. Mr. Ward is one of three clowns starring in &ldquo;That
http://theater2.nytimes.com/2012/03/21/theater/reviews/give-me-your-hand-at-the-irish-repertory-theater.html	THEATER REVIEW; ‘Give Me Your Hand,’ at the Irish Repertory Theater	The concept of the museum audio guide, with an expert nattering on in your ear, telling you what to think and why, has always seemed particularly loathsome. But if more such guides contained ekphrastic poetry , the idea might be a little more appealing. Paul Durcan&rsquo;s &ldquo;Give Me Your Hand&rdquo; takes place in a theater &mdash; the Irish
http://www.nytimes.com/2012/03/21/movies/new-directors-new-films-at-the-film-society-of-lincoln-center.html	CRITIC’S NOTEBOOK; New Directors/New Films at the Film Society of Lincoln Center	&ldquo;Street Vendor Cinema,&rdquo; a short film from Brazil that will be shown at the New Directors/New Films festival, spends some time with an energetic auteur practicing his art &mdash; and trying to hustle a little cash &mdash; in a busy S&atilde;o Paulo shopping area. Equipped with a small digital camera, a few crude costumes and a scroll of
http://movies.nytimes.com/2012/03/21/movies/stephen-dorff-in-brake.html	MOVIE REVIEW; Stephen Dorff in ‘Brake’	Because Jeremy Reins ( Stephen Dorff ), the protagonist of &ldquo;Brake,&rdquo; finds himself confined in the trunk of a moving car with no memory of how he got there, the movie is already being compared to the 2010 thriller &ldquo;Buried.&rdquo; In that one, Ryan Reynolds played a nonmilitary truck driver in Iraq who awakens bound and gagged in a
http://www.nytimes.com/2012/03/21/arts/louis-c-k-and-others-take-stand-up-to-the-web.html	Louis C. K. and Others Take Stand-Up to the Web	Stand-up comedians of a certain era knew they had arrived when Johnny Carson invited them to a desk-side seat on &ldquo;The Tonight Show.&rdquo; A generation later, the gold standard was getting a solo comedy special on HBO. But in the Internet era, the yardstick for success has been redefined. A handful of top-tier performers have begun producing
http://www.nytimes.com/2012/03/21/arts/music/ulu-grosbard-broadway-and-film-director-dies-at-83.html	Ulu Grosbard, Broadway and Film Director, Dies at 83	Ulu Grosbard, a director whose affinity for naturalistic drama shaped critical successes like the original Broadway production of David Mamet&rsquo;s &ldquo;American Buffalo&rdquo; and the film version of John Gregory Dunne&rsquo;s novel &ldquo;True Confessions,&rdquo; has died in Manhattan. He was 83. His death, at N.Y.U. Langone Medical Center,
http://movies.nytimes.com/2012/03/16/movies/natural-selection-starring-rachael-harris.html	MOVIE REVIEW; A Man Who Spewed His Seed Finds the Son Who's No Prize Crop	The most memorable element of Robbie Pickering's debut feature, ''Natural Selection,'' is Rachael Harris's portrayal of Linda, a dutiful wife whose older husband, Abe (John Diehl), refuses to have sex with her. They are Christians living on the outskirts of Houston with no children. Both are sure she is barren, and Abe believes that sex for
http://query.nytimes.com/gst/fullpage.html?res=9907E5DF163AF935A25750C0A9649D8B63	ARTSBEAT; Stones Won't Rock For 50th Anniversary	-The Rolling Stones will not tour to celebrate their 50th anniversary, Mick Jagger and Keith Richards told Rolling Stone magazine in an item published on Wednesday. Mr. Richards, who is 68, said 2013 was a more realistic goal for the aging rockers. The band did announce on Wednesday that it would release a new documentary film about its history in
http://www.nytimes.com/2012/03/16/books/the-grey-album-by-kevin-young.html	BOOKS OF THE TIMES; A Poet's Collage, Sampling Included	THE GREY ALBUM On the Blackness of Blackness By Kevin Young 483 pages. Graywolf Press. $25. Equal parts blues shout, church sermon, interpretive dance, TED talk, lit-crit manifesto and mixtape, the poet Kevin Young's first nonfiction book, ''The Grey Album: On the Blackness of Blackness,'' is an ambitious blast of fact and feeling, a nervy piece of
http://query.nytimes.com/gst/fullpage.html?res=9C05EFD6163AF935A25750C0A9649D8B63	EXHIBITION REVIEW; An Exhibition in Easy Mode	WASHINGTON -- On Christmas in 1980 a fifth-grade boy in Flushing, Queens, received his first computer, a Commodore VIC-20. It changed his life. A few months later, a third grader about 100 miles upstate, in Woodstock, also received his first computer, a Commodore VIC-20. It changed his life too. The kid in Queens was Chris Melissinos, curator of
