http://www.nytimes.com/2011/12/13/business/global/daily-stock-market-activity.html	Europe Markets Slump After Summit	Stocks in the United States declined Monday and losses steepened in Europe as investors reassessed last week's European Union summit meeting and reacted to a new warning that the sovereign debt crisis could get worse. The declines came in the wake of a rally at the end of last week, when investors waded back into stocks in hope that European
http://www.nytimes.com/2011/12/13/business/global/a-greek-what-if-draws-concern-dropping-the-euro.html	Pondering a Dire Day: Leaving the Euro	LONDON -- It would be Europe's worst nightmare: after weeks of rumors, the Greek prime minister announces late on a Saturday night that the country will abandon the euro currency and return to the drachma. Instead of business as usual on Monday morning, lines of angry Greeks form at the shuttered doors of the country's banks, trying to get at their
http://www.nytimes.com/2011/12/13/business/marriott-in-deal-to-reduce-energy-use-at-hotels.html	Power Savings on Auto Pilot	Most hotel chains delayed significant energy conservation moves during the economic downturn, but now one, Marriott International, has signed a deal to reduce its hotels' energy use, particularly during times of peak demand. Marriott will save on electric bills and also earn incentive payments from utilities as a reward for its efforts during peak
http://www.nytimes.com/2011/12/13/technology/intel-lowers-forecast-on-shortages.html	Intel Sees Opportunity In Shortage Of Drives	SAN FRANCISCO -- Intel will not let a good crisis go to waste. The company, the world's largest maker of semiconductors, announced on Monday that its revenue this quarter would fall to $13.7 billion, from $14.7 billion, because floods in Thailand had sharply cut the world's supply of disk drives. Without the drives, manufacturers will make fewer
http://query.nytimes.com/gst/fullpage.html?res=9906E0D8173BF930A25751C1A9679D8B63	DEALBOOK; Inquiry on MF Global Shifts to Two Trusted Deputies	8:57 p.m. | Updated Jon S. Corzine bore the brunt of public fury last week when Congress began examining the downfall of MF Global. Now, two of Mr. Corzine's former top deputies at the brokerage firm are entering the spotlight, as lawmakers demand answers about an estimated $1 billion in customer money that vanished during MF Global's final days.
http://www.nytimes.com/2011/12/13/business/medtronic-agrees-to-23-5-million-settlement-in-kickback-case.html	Medtronic Agrees to $23.5 Million Settlement in Kickback Case	Medtronic, the world's largest maker of medical devices, has agreed to pay $23.5 million to settle accusations that it paid kickbacks to doctors to implant its pacemakers and defibrillators, the Justice Department said Monday. The government says that Medtronic caused false claims to be submitted to Medicare and Medicaid by using two postmarket
http://query.nytimes.com/gst/fullpage.html?res=9C05E6D6173BF930A25751C1A9679D8B63	DEALBOOK; S.E.C. Charges Stiefel Labs and Its Former Chief With Share Buyback Fraud	7:40 p.m. | Updated Charles W. Stiefel made a fortune when the drug maker GlaxoSmithKline acquired his family-owned dermatology business, Stiefel Laboratories, for $2.9 billion in 2009. He also defrauded his staff in the process, according to a lawsuit filed Monday against Mr. Stiefel and his company, now a GlaxoSmithKline subsidiary, by the
http://query.nytimes.com/gst/fullpage.html?res=9F03E4DA143BF930A25751C1A9679D8B63	DEALBOOK; Romney Run Puts Spotlight On Past Job And Peers	On Wednesday, Mitt Romney, the Republican candidate for president, will attend fund-raisers in Manhattan given by his former private equity peers and Wall Street bankers, putting the spotlight on the private equity industry and Mr. Romney's role in it. Mr. Romney, a co-founder of Bain Capital, will spend time at the sprawling Park Avenue apartment
http://www.nytimes.com/2011/12/13/business/media/bbc-world-news-to-be-available-through-comcast.html	BBC World News to Be Available Through Comcast	The BBC will announce on Tuesday a first-of-its-kind deal for Comcast to carry the BBC World News channel, opening the door to wider distribution for the channel within the United States. The carriage agreements come nearly a year after the BBC charted a new course for expansion in the United States, where it believes that viewers' appetites for
http://www.nytimes.com/2011/12/13/business/when-cost-cuts-make-merger-sense.html	REUTERS BREAKINGVIEWS; When Cost Cuts May Spell Merger	A rumble in the rock garden may presage more hostile mergers and acquisitions. That's one way to read the unsolicited $4.6 billion offer that Martin Marietta Materials has made for its larger rival, Vulcan Materials. The all-stock deal probably won't succeed without some more back-and-forth. But the lesson is clear: if profits cannot be mined from
http://www.nytimes.com/2011/12/09/business/boeing-machinists-union-in-seattle-approves-new-contract.html	Union Seeks to Dismiss Complaint Against Boeing	The machinists' union at Boeing asked the National Labor Relations Board to drop a complaint against the company after union members approved a new four-year contract that increases production in Seattle and averts the risk of a third consecutive strike. About 74 percent supported the contract on Wednesday in a ballot among 31,000 union members,
http://query.nytimes.com/gst/fullpage.html?res=9E03E2DF1238F93AA35751C1A9679D8B63	DEALBOOK; I.B.M. to Pay $440 Million To Acquire DemandTec	8:50 p.m. | Updated I.B.M. said on Thursday that it had agreed to buy DemandTec, a Web-based enterprise software company, for $440 million in cash. DemandTec, a provider of analytics software for retailers, is at the intersection of two trends in enterprise technology: the growth of cloud-based services and data analytics. The rise of these markets
http://www.nytimes.com/2011/12/09/business/gms-chief-daniel-akerson-shakes-up-automakers-staid-traditions.html	Bluntly and Impatiently, Chief Upends G.M.'s Staid Tradition	DETROIT -- Late last month, the top executives of General Motors convened for an emergency conference call. The topic: How to respond to a federal investigation of G.M.'s pride and joy, the Chevrolet Volt plug-in hybrid. G.M.'s chief executive, Daniel F. Akerson, led the discussion from his home in Virginia, where his family had gathered for
http://www.nytimes.com/2011/12/09/business/costco-posts-2-6-increase-in-profit.html	Costco Reports 2.6% Increase In Net Income	The Costco Wholesale Corporation reported Thursday that its first-quarter profit rose 2.6 percent as revenue grew significantly and it kept prices low on gas, food and other products to gain market share. The wholesale club operator, based in Issaquah, Wash., has performed better than many retailers during the economic downturn as consumers turned
http://www.nytimes.com/2011/12/09/business/global/ecb-cuts-rates-for-second-month-in-a-row.html	Most European Leaders Agree on Fiscal Treaty	BRUSSELS -- European leaders, meeting until the early hours of Friday, agreed to sign an intergovernmental treaty that would require them to enforce stricter fiscal and financial discipline in their future budgets. But efforts to get unanimity among the 27 members of the European Union, as desired by Germany, failed as Britain and Hungary refused
http://www.nytimes.com/2011/12/09/business/global/daily-stock-market-activity.html	STOCKS & BONDS; Markets End Lower Ahead of European Conference	Stocks fell sharply on Wall Street on Thursday after the European Central Bank appeared to dampen expectations for an expanded bond-buying program and as leaders gathered for a summmit meeting in Brussels aimed at resolving the sovereign debt crisis in Europe. The E.C.B cut its benchmark interest rate for the second month in a row and expanded the
http://www.nytimes.com/2011/12/08/business/global/ecb-sees-surge-in-demand-for-dollar-loans.html	Dollar-Loan Demand Swells In Europe After Rate Cut	The European Central Bank said demand for three-month dollar loans surged after it cut the cost of the financing almost in half in a coordinated action last week with five other central banks including the Federal Reserve. The European Central Bank, based in Frankfurt, will lend $50.7 billion to 34 euro area banks on Thursday for 84 days at a fixed
http://www.nytimes.com/2011/12/08/technology/personaltech/epsons-megaplex-is-a-home-theater-powered-by-iphone-state-of-the-art.html	STATE OF THE ART; Big Screen, Powered By iPhone	Everything changed when people started writing their own apps for the iPhone. Suddenly its talents as a phone -- which, at least at the outset, weren't particularly impressive -- paled in comparison to its abilities as a computer. These days, this business of phone-as-brain goes way beyond stand-alone apps. Nowadays, the iPhone handles the
http://query.nytimes.com/gst/fullpage.html?res=9502E4D71330F93BA35751C1A9679D8B63	GADGETWISE; The Droid Razr, A Worthy Heir To a Classic Name	The new Droid Razr has a lot to live up to. The original Razr was a flip-phone marvel of sleek design. It became the best-selling phone in the United States until the iPhone knocked it from its perch. The new Razr, while lacking the wow factor of the original, is still a credible heir to the name. Two things - speed and battery life - set the phone
http://query.nytimes.com/gst/fullpage.html?res=9804E3DB1538F93BA35751C1A9679D8B63	DEALBOOK; European Banks Shuffle Bonds to Bolster Capital	LONDON - European regulators are pressing banks to shore up their balance sheets and bolster their capital cushions as the sovereign debt crisis continues to wreak havoc on the Continent. But some financial firms, including Barclays of Britain, Commerzbank of Germany and BNP Paribas of France, are rejiggering their bond holdings in a complex
http://www.nytimes.com/2011/12/05/technology/xbox-live-challenges-the-cable-box.html	Xbox Live Challenges Cable Box	The old-fashioned cable television set-top box -- long the hub of living-room entertainment for most people -- is about to become less relevant. Beginning on Tuesday and continuing through the month, Microsoft will give a face-lift to its Xbox Live online entertainment service that will allow subscribers to watch a wide array of mainstream
http://www.nytimes.com/2011/12/05/business/media/news-from-the-advertising-industry.html	News From the Advertising Industry	Accounts Heineken, the Dutch brewer, is seeking to consolidate its worldwide media planning and buying account, with spending estimated at more than $350 million. The assignment is now divided between two media agencies: Mindshare, part of the GroupM unit of WPP, and the Starcom MediaVest Group, part of the Publicis Groupe. A decision is expected
http://query.nytimes.com/gst/fullpage.html?res=9E0DE4DA1039F936A35751C1A9679D8B63	DISRUPTIONS; Building TVs as Smart As the Family Dog	TELEVISION, and, for that matter, a whole lot of other devices, including cellphones and cars, are about to get more perceptive. On Tuesday, millions of Microsoft Xbox users will be able to download an update to their game console that will enable them to talk to their televisions. ''Xbox, play the Harry Potter movie,'' will whisk them into the
http://www.nytimes.com/2011/12/05/business/media/new-npr-chief-faces-challenges-on-all-sides.html	NPR Chief Faces Need For Repairs	On Thursday, his first day as president and chief executive of NPR, Gary E. Knell took questions on Twitter and NPR's ''Talk of the Nation'' -- and he got an earful. Listeners asked him to increase programs for diverse audiences, expand online availability of NPR shows, wean the programmer off federal funds, accept donations via mobile texts, add
http://query.nytimes.com/gst/fullpage.html?res=940DE1DF1139F936A35751C1A9679D8B63	MEDIA DECODER; Book Shopping in Stores, Then Buying Online	Bookstore owners everywhere have a lurking suspicion: that the customers who type into their smartphones while browsing in the store, and then leave, are planning to buy the books online later - probably at a steep discount from the bookstores' archrival, Amazon.com. Now a survey has confirmed that the practice, known among booksellers as
http://query.nytimes.com/gst/fullpage.html?res=9A06EEDC1539F936A35751C1A9679D8B63	BITS; App That Offers Weather Forecast To the Minute	Weather forecasts are great at letting you know whether to grab an umbrella before leaving the house - but what if you needed to know if you had enough time to sprint to a car before a thunderstorm hit? That's exactly the iPhone and iPad app that Adam Grossman and Jack Turner, two friends and business partners in Troy, N.Y., are hoping to build.
http://www.nytimes.com/2011/12/05/business/global/china-signals-reluctance-to-rescue-eu.html	China Says It's Unable To Easily Aid Europe	HONG KONG -- The Chinese government over the weekend sought to tamp down international expectations that Beijing might use its large financial reserves to help ease the European debt crisis. The two government agencies that control the reserves face heavy restrictions on their use, Chinese government officials and economists said. ''The argument
http://query.nytimes.com/gst/fullpage.html?res=9E03E5DB1039F936A35751C1A9679D8B63	SPECIAL REPORT: ENERGY SPECIAL REPORT; After Quakes, Shale Fracking Faces Opposition in U.K.	LONDON -- The sound that woke Caroline Murphy after midnight April 1 was so loud that she thought a car had crashed into her house. She felt no better when she learned it was the sound of Britain's first recorded earthquake attributed to the exploration of natural gas. ''It sounded like something had hit the house and literally jolted us out of
http://www.nytimes.com/2011/12/05/business/reasons-to-stop-a-utility-merger.html	REUTERS BREAKINGVIEWS; Reasons to Stop a Utility Merger	Northeast Utilities, New England's biggest electric utility, failed in the duties that come with its monopoly. With the release of a new report, regulators have all the evidence they need to stop Northeast Utilities' $4.7 billion takeover of Massachusetts rival Nstar. The report, commissioned by the State of Connecticut and conducted by a
http://www.nytimes.com/2011/12/05/business/media/at-time-inc-a-leader-to-help-it-fit-the-new-digital-order.html	THE MEDIA EQUATION; Print Empire Embraces A New Order	There have been creeping indications that the magazine business isn't really about magazines anymore. In 2010, Hearst Magazines bought iCrossing, a digital marketing agency, and the company has since christened publications that have no print version. Every day, my in-box swells with announcements that this or that glossy now has an iPad app,
http://www.nytimes.com/2011/12/01/business/toys-to-cost-extra-in-san-francisco-happy-meals.html	For a Dime, McDonald's Beats a Toy Ban	McDonald's has turned on a dime to get around San Francisco's ban on fast-food meals containing free toys. When the ordinance goes into effect on Thursday, parents buying Happy Meals in the city's 19 restaurants can still get toys -- by paying an extra 10 cents. The proceeds from those toys will support Ronald McDonald House of San Francisco, part
http://www.nytimes.com/2011/12/01/technology/personaltech/12-things-you-didnt-know-facebook-could-do.html	12 Things You Didn't Know Facebook Could Do	The designers and engineers who build Facebook are anything but complacent about their success. They face a constant threat from the career-centric LinkedIn, specialized upstarts like Instagram's mobile photo network and now Google's fast-growing Google+, an attempt to improve on Facebook's core design that has picked up tens of millions of users
http://query.nytimes.com/gst/fullpage.html?res=9904E1DD1639F932A35751C1A9679D8B63	Dealbook Online	A BROADER LOOK The AMR bankruptcy case is obviously about reducing cost. Labor cost is the point that the airline led with, but American Airlines also has a pretty old fleet of planes. Chapter 11 can help with all of this. More broadly, according to In Debt, one should expect that this will be one more step down the road of commodification of
