http://www.nytimes.com/2012/03/25/us/john-payton-influential-civil-rights-lawyer-dies-at-65.html	John Payton, Influential Civil Rights Lawyer, Dies at 65	John Payton, who as president of the NAACP Legal Defense and Educational Fund guided it to several major victories before the Supreme Court, died on Thursday in Baltimore. He was 65 and lived in Washington. The cause had not yet been determined, said Lee Daniels, a spokesman for the fund. Named president in 2008, Mr. Payton was the defense
http://www.nytimes.com/2012/03/24/science/david-l-waltz-computer-science-pioneer-dies-at-68.html	David L. Waltz, Computer Science Pioneer, Dies at 68	David L. Waltz, a computer scientist whose early research in information retrieval provided the foundation for today&rsquo;s Internet search engines, died on Thursday in Princeton, N.J. He was 68. The cause was brain cancer, his wife, Bonnie Waltz, said. He died at the University Medical Center at Princeton. During his career as a teacher and a
http://www.nytimes.com/2012/03/24/arts/al-ross-new-yorker-cartoonist-is-dead-at-100.html	Al Ross, New Yorker Cartoonist, Is Dead at 100	Al Ross, whose droll cartoons featuring married couples, bar habitu&eacute;s, anthropomorphic animals, philosophizing prisoners, art and publishing world denizens, anachronistic mythological figures and loyal Mets fans appeared in The New Yorker for more than 60 years, died on Thursday in the Bronx. He was 100. His death was confirmed by his son
http://www.nytimes.com/2012/03/24/world/asia/marina-salye-a-russian-politician-who-tried-to-prosecute-putin-dies-at-77.html	Marina Salye, a Russian Politician Who Tried to Prosecute Putin, Dies at 77	MOSCOW &mdash; Marina Salye, a Russian politician and former Soviet dissident who in the early 1990s led a thwarted inquiry into corruption in the office of Vladimir V. Putin , then a little-known deputy to the mayor of St. Petersburg, died on Wednesday in Ozero, Russia . She was 77. The cause was a heart attack, said a friend and colleague,
http://www.nytimes.com/2012/03/24/world/europe/marina-salye-a-russian-politician-who-tried-to-prosecute-putin-dies-at-77.html	Marina Salye, a Russian Politician Who Tried to Prosecute Putin, Dies at 77	MOSCOW &mdash; Marina Salye, a Russian politician and former Soviet dissident who in the early 1990s led a thwarted inquiry into corruption in the office of Vladimir V. Putin , then a little-known deputy to the mayor of St. Petersburg, died on Wednesday in Ozero, Russia . She was 77. The cause was a heart attack, said a friend and colleague,
http://www.nytimes.com/2012/03/24/world/africa/abdullahi-yusuf-ahmed-ex-strongman-of-somalia-dies-at-77.html	Abdullahi Yusuf Ahmed, Ex-Strongman of Somalia, Dies at 77	MOGADISHU, Somalia &mdash; Abdullahi Yusuf Ahmed , a cantankerous former warlord who led Somalia&rsquo;s beleaguered transitional government as president from 2004 to 2008 and was forced to resign as the country sank deeper into chaos, died on Friday in Abu Dhabi. He was 77. The cause was complications of pneumonia, his family said. Mr. Yusuf, who
http://www.nytimes.com/2012/03/23/business/murray-lender-dies-at-81-gave-all-america-a-taste-of-bagels.html	Murray Lender Dies at 81; Gave All America a Taste of Bagels	Murray Lender, who with his brothers took over what started as their father&rsquo;s bakery in a backyard garage and built it into a business that brought the bagel &mdash; the &ldquo;Jewish English muffin,&rdquo; as he called it &mdash; into kitchens across the country, frozen, died on Wednesday in Miami. He was 81. The cause was complications of a
http://www.nytimes.com/2012/03/23/arts/tonino-guerra-italian-screenwriter-and-poet-dies-at-92.html	Tonino Guerra, Italian Screenwriter and Poet, Dies at 92	Tonino Guerra, a prolific Italian screenwriter and poet whose roster of film collaborators, including Michelangelo Antonioni, Federico Fellini, Andrei Tarkovsky and Theo Angelopoulos, amounted to a who&rsquo;s who of European cinema&rsquo;s golden age, died on Wednesday at his home in Santarcangelo di Romagna, in northern Italy near the Adriatic
http://www.nytimes.com/2012/03/23/sports/football/ron-erhardt-super-bowl-winning-offensive-coach-dies-at-81.html	Ron Erhardt, Super Bowl-Winning Offensive Coach, Dies at 81	Ron Erhardt, who devised the offensive schemes for two Super Bowl championship teams with the Giants in the Bill Parcells era, died on Wednesday in Boca Raton, Fla. He was 81. His death was announced by the Giants. In his 25 years as a pro coach &mdash; three seasons as head coach of the New England Patriots and the rest as an assistant &mdash;
http://www.nytimes.com/2012/03/22/business/sanford-mcdonnell-aerospace-leader-dies-at-89.html	Sanford McDonnell, Aerospace Leader, Dies at 89	Sanford N. McDonnell, who succeeded his uncle as chairman of the aerospace company McDonnell Douglas and, through the 1980s, modernized its management systems, remade the corporate culture and sharply increased earnings, died on Monday at his home in Clayton, Mo. He was 89. The cause was complications of pancreatic cancer, his son, Randall, said.
http://query.nytimes.com/gst/fullpage.html?res=9E02E6DC153EF930A15751C0A9649D8B63	Elizabeth Connell, 65, Opera Singer	LONDON (AP) -- Elizabeth Connell, a South African-born opera singer who won acclaim internationally in roles by Wagner, Strauss, Beethoven and others, died on Saturday in London. She was 65. Her management company, Helmut Fischer Artists International, said the cause was cancer. Born in Port Elizabeth in 1946, Ms. Connell moved to London in 1970
http://www.nytimes.com/2012/02/23/arts/barney-rosset-grove-press-publisher-dies-at-89.html	BARNEY ROSSET, 1922-2012; Defied Censors, Making Racy a Literary Staple	Barney Rosset, the flamboyant, provocative publisher who helped change the course of publishing in the United States, bringing masters like Samuel Beckett to Americans' attention under his Grove Press imprint and winning celebrated First Amendment slugfests against censorship, died on Tuesday in Manhattan. He was 89. His son Peter said he died
http://query.nytimes.com/gst/fullpage.html?res=9C03E2DB153EF930A15751C0A9649D8B63	James Whitaker, King of Royal Reporters, Dies at 71	LONDON -- James Whitaker, considered by many of his peers to be the dean of the tight-knit pack of reporters who specialize in covering the British royal family, had the good fortune that comes to those in all walks of life who fall into jobs to which they are innately suited. Mr. Whitaker, who died last week at the age of 71 after a year's battle
http://www.nytimes.com/2012/02/23/arts/music/kay-davis-91-dies-ellington-used-her-voice-as-instrument.html	Kay Davis, Coloratura, 91; Soared in Wordless Songs	Kay Davis, who wove her haunting soprano tones through many of Duke Ellington's records in the 1940s, often using her voice as an instrument within the orchestra, died on Jan. 27 at her home in Apopka, Fla. She was 91. Her death was confirmed by her son, Edward Lawson Wimp. Ms. Davis performed with the Ellington orchestra from 1944 to 1950. As a
http://www.nytimes.com/2012/02/22/world/americas/amalia-de-fortabat-90-dies-noted-for-art-and-scandal.html	Amalia de Fortabat, 90, Dies; Noted for Art and Scandal	Amalia Lacroze de Fortabat, who vaulted to fame after her scandalous marriage to a cement tycoon, then expanded his empire after his death and became a major art collector and philanthropist as well as the richest woman in Argentina, died on Saturday at her home in Buenos Aires. She was 90. Her family announced her death. Mrs. Fortabat was married
